TIPO;FECHA;HORA;LATITUD;LONGITUD;DESCRIPCION
2;2024-10-08;17:54;1.62043;-75.62397;Prueba de stress 331 generada automaticamente
1;2024-09-21;17:07;1.61095;-75.61005;Prueba de stress 332 generada automaticamente
3;2024-10-08;05:51;1.60631;-75.61875;Prueba de stress 333 generada automaticamente
1;2024-08-09;05:10;1.60076;-75.61191;Prueba de stress 334 generada automaticamente
1;2024-02-03;22:19;1.63409;-75.60807;Prueba de stress 335 generada automaticamente
3;2024-02-23;08:07;1.62604;-75.59132;Prueba de stress 336 generada automaticamente
3;2024-07-24;21:25;1.62550;-75.60541;Prueba de stress 337 generada automaticamente
1;2024-10-19;08:29;1.61711;-75.59050;Prueba de stress 338 generada automaticamente
1;2024-03-12;11:19;1.60347;-75.58936;Prueba de stress 339 generada automaticamente
1;2024-11-17;00:55;1.61343;-75.61297;Prueba de stress 340 generada automaticamente
4;2024-10-17;07:19;1.62644;-75.62358;Prueba de stress 341 generada automaticamente
1;2024-11-01;11:53;1.61639;-75.59618;Prueba de stress 342 generada automaticamente
3;2024-05-01;18:09;1.62661;-75.59261;Prueba de stress 343 generada automaticamente
1;2024-04-18;04:12;1.60783;-75.60111;Prueba de stress 344 generada automaticamente
2;2024-08-20;18:00;1.63226;-75.59493;Prueba de stress 345 generada automaticamente
4;2024-03-06;16:45;1.59962;-75.59317;Prueba de stress 346 generada automaticamente
3;2024-11-23;03:26;1.61821;-75.61029;Prueba de stress 347 generada automaticamente
2;2024-08-18;06:08;1.60565;-75.61481;Prueba de stress 348 generada automaticamente
4;2024-04-17;18:58;1.62477;-75.61873;Prueba de stress 349 generada automaticamente
4;2024-11-22;07:03;1.61792;-75.62309;Prueba de stress 350 generada automaticamente
3;2024-06-05;13:27;1.60129;-75.60940;Prueba de stress 351 generada automaticamente
4;2024-11-24;21:33;1.59887;-75.59067;Prueba de stress 352 generada automaticamente
2;2024-10-22;02:07;1.62448;-75.61498;Prueba de stress 353 generada automaticamente
2;2024-12-18;16:12;1.61298;-75.61915;Prueba de stress 354 generada automaticamente
3;2024-07-26;07:18;1.62090;-75.59342;Prueba de stress 355 generada automaticamente
3;2024-07-22;17:48;1.59827;-75.62260;Prueba de stress 356 generada automaticamente
2;2024-12-07;07:50;1.60535;-75.58790;Prueba de stress 357 generada automaticamente
1;2024-03-14;15:20;1.60355;-75.61657;Prueba de stress 358 generada automaticamente
3;2024-02-08;16:53;1.62558;-75.60185;Prueba de stress 359 generada automaticamente
3;2024-11-23;18:56;1.61871;-75.61273;Prueba de stress 360 generada automaticamente
4;2024-06-17;21:18;1.61286;-75.59014;Prueba de stress 361 generada automaticamente
2;2024-01-23;01:14;1.60736;-75.59344;Prueba de stress 362 generada automaticamente
2;2024-05-20;13:11;1.61663;-75.62582;Prueba de stress 363 generada automaticamente
2;2024-02-10;11:17;1.60843;-75.60734;Prueba de stress 364 generada automaticamente
3;2024-01-23;16:27;1.62530;-75.59389;Prueba de stress 365 generada automaticamente
2;2024-06-16;21:57;1.62640;-75.60367;Prueba de stress 366 generada automaticamente
1;2024-05-20;04:43;1.61007;-75.62561;Prueba de stress 367 generada automaticamente
3;2024-08-05;07:30;1.59787;-75.59075;Prueba de stress 368 generada automaticamente
1;2024-04-28;16:33;1.60895;-75.59006;Prueba de stress 369 generada automaticamente
4;2024-06-18;08:02;1.62280;-75.62197;Prueba de stress 370 generada automaticamente
1;2024-03-07;04:08;1.63003;-75.61955;Prueba de stress 371 generada automaticamente
2;2024-01-24;18:16;1.62208;-75.61560;Prueba de stress 372 generada automaticamente
3;2024-01-21;11:02;1.62073;-75.61725;Prueba de stress 373 generada automaticamente
3;2024-12-08;11:25;1.60546;-75.62155;Prueba de stress 374 generada automaticamente
3;2024-09-01;01:24;1.61405;-75.62524;Prueba de stress 375 generada automaticamente
1;2024-05-15;18:03;1.59972;-75.59054;Prueba de stress 376 generada automaticamente
1;2024-11-16;05:47;1.62674;-75.58963;Prueba de stress 377 generada automaticamente
4;2024-12-08;04:25;1.62777;-75.61720;Prueba de stress 378 generada automaticamente
2;2024-02-26;01:54;1.59900;-75.62036;Prueba de stress 379 generada automaticamente
4;2024-12-22;10:23;1.59834;-75.61969;Prueba de stress 380 generada automaticamente
4;2024-11-22;02:14;1.61395;-75.61585;Prueba de stress 381 generada automaticamente
4;2024-03-02;09:53;1.61304;-75.61782;Prueba de stress 382 generada automaticamente
2;2024-05-20;01:21;1.62009;-75.61178;Prueba de stress 383 generada automaticamente
3;2024-07-23;14:59;1.61288;-75.61133;Prueba de stress 384 generada automaticamente
3;2024-07-16;10:11;1.60302;-75.59625;Prueba de stress 385 generada automaticamente
2;2024-12-17;00:06;1.63084;-75.59599;Prueba de stress 386 generada automaticamente
1;2024-10-10;13:34;1.59781;-75.59901;Prueba de stress 387 generada automaticamente
2;2024-01-28;04:36;1.60903;-75.59863;Prueba de stress 388 generada automaticamente
1;2024-06-18;12:01;1.61305;-75.62299;Prueba de stress 389 generada automaticamente
2;2024-10-19;12:04;1.62294;-75.59343;Prueba de stress 390 generada automaticamente
2;2024-07-20;06:23;1.61632;-75.58933;Prueba de stress 391 generada automaticamente
1;2024-05-09;16:38;1.62421;-75.59430;Prueba de stress 392 generada automaticamente
3;2024-10-02;10:57;1.61347;-75.60848;Prueba de stress 393 generada automaticamente
1;2024-07-15;01:47;1.63298;-75.59810;Prueba de stress 394 generada automaticamente
1;2024-09-18;03:00;1.63084;-75.59602;Prueba de stress 395 generada automaticamente
4;2024-05-04;05:05;1.60307;-75.61505;Prueba de stress 396 generada automaticamente
4;2024-03-14;14:07;1.60841;-75.62289;Prueba de stress 397 generada automaticamente
4;2024-12-20;15:35;1.59964;-75.60814;Prueba de stress 398 generada automaticamente
4;2024-05-16;08:38;1.62620;-75.62063;Prueba de stress 399 generada automaticamente
4;2024-11-09;08:31;1.62960;-75.60376;Prueba de stress 400 generada automaticamente
4;2024-11-23;21:19;1.63019;-75.59806;Prueba de stress 401 generada automaticamente
2;2024-12-05;00:39;1.60045;-75.62346;Prueba de stress 402 generada automaticamente
4;2024-12-15;19:17;1.59711;-75.62605;Prueba de stress 403 generada automaticamente
4;2024-07-23;21:50;1.61226;-75.60388;Prueba de stress 404 generada automaticamente
1;2024-02-05;01:37;1.61535;-75.61014;Prueba de stress 405 generada automaticamente
2;2024-01-15;06:58;1.63283;-75.59397;Prueba de stress 406 generada automaticamente
2;2024-07-13;14:25;1.61894;-75.62470;Prueba de stress 407 generada automaticamente
1;2024-04-12;23:59;1.60371;-75.59493;Prueba de stress 408 generada automaticamente
1;2024-09-26;12:51;1.60356;-75.60386;Prueba de stress 409 generada automaticamente
1;2024-06-28;22:19;1.60654;-75.60718;Prueba de stress 410 generada automaticamente
2;2024-09-23;16:15;1.61906;-75.59328;Prueba de stress 411 generada automaticamente
2;2024-03-26;18:02;1.59873;-75.58892;Prueba de stress 412 generada automaticamente
4;2024-08-18;03:02;1.61333;-75.60686;Prueba de stress 413 generada automaticamente
3;2024-10-25;13:40;1.60264;-75.61923;Prueba de stress 414 generada automaticamente
3;2024-07-10;21:33;1.60854;-75.62137;Prueba de stress 415 generada automaticamente
1;2024-04-08;22:22;1.61044;-75.59479;Prueba de stress 416 generada automaticamente
4;2024-09-06;19:49;1.62714;-75.62441;Prueba de stress 417 generada automaticamente
4;2024-04-02;21:10;1.59444;-75.61138;Prueba de stress 418 generada automaticamente
2;2024-10-13;00:01;1.59466;-75.60638;Prueba de stress 419 generada automaticamente
4;2024-04-09;20:14;1.60686;-75.59849;Prueba de stress 420 generada automaticamente
1;2024-01-11;09:52;1.62380;-75.62463;Prueba de stress 421 generada automaticamente
4;2024-04-02;12:16;1.62471;-75.60039;Prueba de stress 422 generada automaticamente
4;2024-12-25;12:48;1.60647;-75.58641;Prueba de stress 423 generada automaticamente
3;2024-10-08;22:38;1.60392;-75.62306;Prueba de stress 424 generada automaticamente
3;2024-01-28;14:52;1.61998;-75.62154;Prueba de stress 425 generada automaticamente
3;2024-02-02;04:55;1.60481;-75.61805;Prueba de stress 426 generada automaticamente
1;2024-10-17;18:03;1.63120;-75.59592;Prueba de stress 427 generada automaticamente
3;2024-11-08;06:07;1.63066;-75.62180;Prueba de stress 428 generada automaticamente
1;2024-01-03;12:38;1.61571;-75.60858;Prueba de stress 429 generada automaticamente
4;2024-03-24;04:18;1.61323;-75.61766;Prueba de stress 430 generada automaticamente
1;2024-08-12;00:13;1.61347;-75.59255;Prueba de stress 431 generada automaticamente
1;2024-12-28;09:18;1.59454;-75.60020;Prueba de stress 432 generada automaticamente
1;2024-07-24;13:25;1.62686;-75.61771;Prueba de stress 433 generada automaticamente
2;2024-06-04;07:13;1.62985;-75.61700;Prueba de stress 434 generada automaticamente
1;2024-12-11;21:04;1.62883;-75.61830;Prueba de stress 435 generada automaticamente
3;2024-10-04;22:57;1.59892;-75.60012;Prueba de stress 436 generada automaticamente
1;2024-01-14;07:02;1.63210;-75.61366;Prueba de stress 437 generada automaticamente
4;2024-08-05;00:46;1.62886;-75.58721;Prueba de stress 438 generada automaticamente
1;2024-10-20;05:36;1.62324;-75.62388;Prueba de stress 439 generada automaticamente
4;2024-03-20;09:23;1.60209;-75.59570;Prueba de stress 440 generada automaticamente
3;2024-05-21;21:26;1.60172;-75.59655;Prueba de stress 441 generada automaticamente
1;2024-02-11;13:43;1.63308;-75.62147;Prueba de stress 442 generada automaticamente
2;2024-02-04;20:50;1.59458;-75.58989;Prueba de stress 443 generada automaticamente
1;2024-05-09;10:07;1.61971;-75.59114;Prueba de stress 444 generada automaticamente
1;2024-06-03;07:45;1.60607;-75.60774;Prueba de stress 445 generada automaticamente
3;2024-03-09;02:10;1.59684;-75.61681;Prueba de stress 446 generada automaticamente
4;2024-10-16;00:19;1.60602;-75.59413;Prueba de stress 447 generada automaticamente
4;2024-11-01;09:08;1.60455;-75.60177;Prueba de stress 448 generada automaticamente
4;2024-08-25;21:42;1.63215;-75.59171;Prueba de stress 449 generada automaticamente
4;2024-06-03;16:23;1.59789;-75.61204;Prueba de stress 450 generada automaticamente
4;2024-07-08;03:03;1.62826;-75.60704;Prueba de stress 451 generada automaticamente
2;2024-03-05;13:39;1.62728;-75.61176;Prueba de stress 452 generada automaticamente
1;2024-03-17;01:03;1.62970;-75.60855;Prueba de stress 453 generada automaticamente
2;2024-10-22;19:22;1.61642;-75.61571;Prueba de stress 454 generada automaticamente
2;2024-10-22;08:15;1.60459;-75.61087;Prueba de stress 455 generada automaticamente
1;2024-08-16;03:55;1.61600;-75.62104;Prueba de stress 456 generada automaticamente
2;2024-05-03;10:00;1.61358;-75.59011;Prueba de stress 457 generada automaticamente
1;2024-05-24;21:32;1.61012;-75.61047;Prueba de stress 458 generada automaticamente
2;2024-12-04;16:16;1.60106;-75.59815;Prueba de stress 459 generada automaticamente
4;2024-05-19;23:44;1.62543;-75.62298;Prueba de stress 460 generada automaticamente
4;2024-05-09;01:55;1.59943;-75.62355;Prueba de stress 461 generada automaticamente
4;2024-11-23;23:05;1.60432;-75.61088;Prueba de stress 462 generada automaticamente
2;2024-03-04;23:32;1.62896;-75.60068;Prueba de stress 463 generada automaticamente
2;2024-08-08;11:58;1.62740;-75.58792;Prueba de stress 464 generada automaticamente
2;2024-03-25;12:02;1.61507;-75.58922;Prueba de stress 465 generada automaticamente
2;2024-12-28;00:15;1.62953;-75.60767;Prueba de stress 466 generada automaticamente
2;2024-07-20;00:27;1.60478;-75.62613;Prueba de stress 467 generada automaticamente
4;2024-10-09;00:26;1.61066;-75.61581;Prueba de stress 468 generada automaticamente
2;2024-12-14;23:29;1.62213;-75.60108;Prueba de stress 469 generada automaticamente
2;2024-09-10;07:58;1.61735;-75.58866;Prueba de stress 470 generada automaticamente
3;2024-11-03;14:44;1.59671;-75.62398;Prueba de stress 471 generada automaticamente
2;2024-02-25;07:59;1.61007;-75.61234;Prueba de stress 472 generada automaticamente
1;2024-02-05;22:30;1.60140;-75.59619;Prueba de stress 473 generada automaticamente
2;2024-01-09;00:54;1.61381;-75.59922;Prueba de stress 474 generada automaticamente
3;2024-04-27;06:08;1.63407;-75.62586;Prueba de stress 475 generada automaticamente
4;2024-08-14;05:58;1.62525;-75.60830;Prueba de stress 476 generada automaticamente
2;2024-08-11;02:05;1.59505;-75.59556;Prueba de stress 477 generada automaticamente
4;2024-01-01;19:19;1.61536;-75.61849;Prueba de stress 478 generada automaticamente
4;2024-12-26;07:03;1.62629;-75.60534;Prueba de stress 479 generada automaticamente
2;2024-10-26;15:03;1.61584;-75.59865;Prueba de stress 480 generada automaticamente
1;2024-08-13;15:21;1.61780;-75.61227;Prueba de stress 481 generada automaticamente
1;2024-02-12;05:33;1.63315;-75.58906;Prueba de stress 482 generada automaticamente
1;2024-11-05;21:25;1.60312;-75.59970;Prueba de stress 483 generada automaticamente
1;2024-02-12;17:11;1.63346;-75.60473;Prueba de stress 484 generada automaticamente
4;2024-07-13;14:52;1.59581;-75.59310;Prueba de stress 485 generada automaticamente
4;2024-03-28;08:26;1.63011;-75.61813;Prueba de stress 486 generada automaticamente
1;2024-09-07;10:48;1.61363;-75.59425;Prueba de stress 487 generada automaticamente
4;2024-01-02;06:16;1.62430;-75.60068;Prueba de stress 488 generada automaticamente
3;2024-11-04;07:34;1.61051;-75.60373;Prueba de stress 489 generada automaticamente
2;2024-12-23;23:57;1.59771;-75.60282;Prueba de stress 490 generada automaticamente
1;2024-06-25;15:29;1.62893;-75.58942;Prueba de stress 491 generada automaticamente
4;2024-03-12;20:38;1.61961;-75.61295;Prueba de stress 492 generada automaticamente
2;2024-07-05;08:34;1.62340;-75.62174;Prueba de stress 493 generada automaticamente
3;2024-12-02;17:11;1.61797;-75.58790;Prueba de stress 494 generada automaticamente
2;2024-01-06;01:17;1.62469;-75.60155;Prueba de stress 495 generada automaticamente
1;2024-03-18;07:31;1.63261;-75.60595;Prueba de stress 496 generada automaticamente
2;2024-12-19;01:43;1.61712;-75.58996;Prueba de stress 497 generada automaticamente
1;2024-12-04;23:38;1.60471;-75.62228;Prueba de stress 498 generada automaticamente
2;2024-12-14;23:21;1.61075;-75.59961;Prueba de stress 499 generada automaticamente
